Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Supplier,Item_Type,Item_MRP,Sale_Date,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDU50,5.75,regular,0.075107656,Floatchug,Dairy,112.8176,10/01/2017,OUT013,1987,High,Tier 3,Supermarket Type1,1374.2112
FDT12,12.27710821,regular,0.049381406,Sanvim,Baking Goods,226.8062,26/02/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,4739.8302
FDK58,11.35,regular,0.045165796,Midnam,Snack Foods,100.0016,01/02/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,1012.016
FDO08,13.22476938,regular,0.09415375,Humorvane,Fruits and Vegetables,165.7526,17/05/2017,OUT019,1985,Small,Tier 1,Grocery Store,657.8104
NCW29,14,low fat,0.028907832,Laxnod,Health and Hygiene,130.431,02/02/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,778.986
FDE04,19.75,regular,0.018059621,Flufur,Frozen Foods,179.766,16/06/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,2336.958
NCB19,6.525,low fat,0.090436094,Laxnod,Household,85.0882,18/05/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,2233.0932
FDV15,10.3,low fat,0.146399712,Cantouniv,Meat,103.9648,07/03/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,1661.8368
FDL58,5.78,regular,0.074264356,Ileumshun,Snack Foods,264.7568,30/10/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,4745.8224
FDA08,11.85,regular,0.050186726,Betuhs,Fruits and Vegetables,164.1526,09/07/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,3124.5994
FDT43,16.35,low fat,0.020631654,Piperfide,Fruits and Vegetables,50.1324,03/08/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,467.3916
NCX06,13.3847365,low fat,0.01561108,Soyvan,Household,182.5976,08/02/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,5070.7328
FDT20,10.5,low fat,0.041395445,Wpmtov,Fruits and Vegetables,37.6164,15/02/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,540.6296
FDB41,19,regular,0.097313129,Ifsgun,Frozen Foods,48.0718,04/05/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,992.7078
NCN55,14.6,low fat,0.059582996,Soughscop,Others,238.8538,15/04/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,6008.845
FDE40,13.4260689,regular,0.098663652,Fitimp,Dairy,62.9194,14/01/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,2105.2596
FDX49,12.30570501,regular,0.101338651,Ileumshun,Canned,232.63,01/02/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,5359.69
NCM53,18.75,low fat,0.052146456,Egopin,Health and Hygiene,104.628,23/05/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,745.696
FDE36,5.26,regular,0.041764487,Hadjiprom,Baking Goods,161.8868,08/05/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,3275.736
FDN57,18.25,low fat,0.054344186,Dampswiny,Snack Foods,140.2154,31/12/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,1701.7848
FDI24,12.27710821,low fat,0.078362484,Lovdom,Baking Goods,177.937,26/01/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,6704.606
FDI19,15.1,low fat,0.052339069,Skidssops,Meat,242.7512,21/10/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,4119.9704
FDF24,15.5,regular,0.042464962,Airare,Baking Goods,81.5934,11/08/2018,OUT010,1998,Small,Tier 3,Grocery Store,327.5736
FDG52,13.65,low fat,0.065732883,Ifsgun,Frozen Foods,45.7402,06/01/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,780.9834
DRF36,16.1,low fat,0.023625114,Girthbrin,Soft Drinks,189.3846,29/08/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,3630.6074
FDS45,12.98787955,regular,0.051643608,Airare,Snack Foods,107.3622,09/03/2018,OUT019,1985,Small,Tier 1,Grocery Store,317.5866
FDX40,12.85,low fat,0.165694219,Arisemews,Frozen Foods,39.7164,18/05/2018,OUT010,1998,Small,Tier 3,Grocery Store,231.6984
DRK12,9.5,low fat,0.041878397,Netpit,Soft Drinks,32.99,25/06/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,133.16
DRC27,13.8,low fat,0.058091482,Fewcad,Dairy,245.1802,24/06/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,5650.6446
FDL58,5.78,regular,0.066850223,Funvex,Snack Foods,263.7568,30/08/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,2636.568
NCD30,19.7,low fat,0.026903714,Hadjiprom,Household,96.0726,26/01/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,1272.3438
NCZ54,14.65,low fat,0.061322313,Lyerut,Household,161.5552,04/07/2017,OUT010,1998,Small,Tier 3,Grocery Store,324.9104
FDE10,6.67,regular,0.150554711,Fewcad,Snack Foods,130.0626,28/11/2018,OUT010,1998,Small,Tier 3,Grocery Store,131.1626
FDR44,6.11,regular,0.068512943,Soughscop,Fruits and Vegetables,131.2968,07/07/2017,OUT010,1998,Small,Tier 3,Grocery Store,260.9936
FDP28,13.65,regular,0.134975628,Coynow,Frozen Foods,260.0936,11/10/2018,OUT010,1998,Small,Tier 3,Grocery Store,260.9936
FDX15,17.2,low fat,0.15616879,Arisemews,Meat,160.6578,15/04/2017,OUT013,1987,High,Tier 3,Supermarket Type1,3690.5294
FDA39,6.32,low fat,0.062283811,Hahlee,Meat,40.2822,23/09/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,1139.1838
FDY24,4.88,regular,0.133700752,Cspkit,Baking Goods,52.9298,20/05/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,1995.4026
FDC60,5.425,regular,0.115119905,Bigshy,Baking Goods,88.3514,14/03/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,1416.8224
FDH28,15.85,regular,0.110030997,Volfig,Frozen Foods,37.2506,16/01/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,265.6542
FDT25,7.5,low fat,0.051038045,Betuhs,Canned,121.7072,01/03/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,3552.7088
DRJ13,12.65,low fat,0.062837968,Arisemews,Soft Drinks,161.5578,28/10/2017,OUT013,1987,High,Tier 3,Supermarket Type1,2406.867
NCO07,13.85328467,low fat,0.017116983,Borestabs,Others,211.956,06/03/2017,OUT019,1985,Small,Tier 1,Grocery Store,213.056
FDW20,20.75,low fat,0.024129332,Reeksmisc,Fruits and Vegetables,124.173,13/04/2017,OUT013,1987,High,Tier 3,Supermarket Type1,2956.152
DRF27,13.4260689,low fat,0.049754975,Fitimp,Dairy,152.134,03/08/2018,OUT019,1985,Small,Tier 1,Grocery Store,153.134
FDS49,9,low fat,0.068129315,Coynow,Canned,79.7644,29/12/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,1649.8524
FDX25,12.30570501,low fat,0.101561568,Randymeri,Canned,181.9292,07/05/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,3101.2964
NCX42,13.3847365,low fat,0.005949644,Fewcad,Household,165.6526,27/12/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,4769.1254
FDG33,12.55284314,regular,0.13956116,Coynow,Seafood,170.4764,20/08/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,3435.528
FDL56,14.1,low fat,0.126035694,Booelf,Fruits and Vegetables,86.4198,28/07/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,1133.8574
FDF14,7.55,low fat,0.027164679,Soyvan,Canned,152.334,14/06/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,2603.278
NCD06,13,low fat,0.099325278,Betuhs,Household,45.406,20/03/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,605.878
DRM47,11.40032787,low fat,0.04357366,Muralcell,Hard Drinks,192.8846,30/07/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,2293.0152
FDS46,12.98787955,regular,0.082741482,Piperfide,Snack Foods,118.7782,13/01/2018,OUT019,1985,Small,Tier 1,Grocery Store,119.1782
FDB35,12.3,regular,0.064565202,Dampswiny,Starchy Foods,92.9804,14/06/2018,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884
FDX21,12.98787955,low fat,0.084554569,Soughscop,Snack Foods,109.8912,10/05/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,2074.6328
NCU05,13.14231395,low fat,0.058451805,Laxnod,Health and Hygiene,79.9618,12/06/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,241.6854
NCR38,17.25,low fat,0.113748685,Cspkit,Household,251.3724,21/08/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,6795.1548
NCR18,15.85,low fat,0.020603511,Scalebend,Household,42.7112,05/07/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,639.168
NCU41,18.85,low fat,0.052044976,Skidssops,Health and Hygiene,192.1846,03/06/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,3248.4382
FDY56,16.35,regular,0.062764429,Berryhypo,Fruits and Vegetables,227.6062,14/05/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,7222.5984
DRJ51,14.1,low fat,0.087977262,Loresgunk,Dairy,229.0668,07/05/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,3225.1352
FDK21,7.905,low fat,0.010010425,Lovdom,Snack Foods,249.0408,06/09/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112
FDY25,12,low fat,0.033946163,Girthbrin,Canned,179.3976,31/07/2017,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544
FDU44,12.15,regular,0.058414678,Lexlee,Fruits and Vegetables,163.4552,30/12/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,974.7312
FDL43,10.1,low fat,0.027106459,Borestabs,Meat,75.367,22/03/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,535.969
FDF05,17.5,low fat,0.027022883,Girthbrin,Frozen Foods,262.491,30/12/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,5259.82
DRF15,13.4260689,low fat,0.058153409,Chaoszulu,Dairy,152.034,05/04/2018,OUT019,1985,Small,Tier 1,Grocery Store,306.268
FDL20,17.1,low fat,0.128937661,Syriameal,Fruits and Vegetables,112.3886,30/08/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,1779.0176
FDV32,7.785,low fat,0.088846306,Aportzeds,Fruits and Vegetables,61.451,23/09/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,759.012
FDJ34,11.8,regular,0.09357779,Lyerut,Snack Foods,125.9704,17/04/2017,OUT013,1987,High,Tier 3,Supermarket Type1,1877.556
FDG08,13.15,regular,0.165694678,Aportzeds,Fruits and Vegetables,171.8764,20/04/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,3779.0808
FDQ04,12.86706128,low fat,0.148392623,Arisemews,Frozen Foods,41.5796,24/02/2018,OUT019,1985,Small,Tier 1,Grocery Store,41.2796
FDW13,8.5,low fat,0.098438394,Shycrc,Canned,51.1324,18/02/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,259.662
NCI17,8.645,low fat,0.143303291,Lovdom,Health and Hygiene,96.341,17/11/2018,OUT013,1987,High,Tier 3,Supermarket Type1,193.082
FDY03,17.6,regular,0.076276208,Hahlee,Meat,110.9202,30/01/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,1687.803
FDS12,9.1,low fat,0.175103435,Leepad,Baking Goods,127.5362,13/11/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,4655.9394
FDJ55,12.8,regular,0.023511371,Hadjiprom,Meat,225.9404,17/05/2018,OUT013,1987,High,Tier 3,Supermarket Type1,4950.8888
DRK01,7.63,low fat,0.06105276,Cantouniv,Soft Drinks,95.4436,31/01/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,1418.154
FDG28,9.285,regular,0.049559042,Wpmtov,Frozen Foods,246.4144,12/04/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,1225.072
FDY38,13.6,regular,0.119418124,Coynow,Dairy,231.03,04/05/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,5359.69
FDN01,8.895,low fat,0.072545601,Sanvim,Breakfast,176.237,04/07/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,1764.37
NCR54,16.35,low fat,0.090486828,Forksjohn,Household,195.211,08/12/2018,OUT013,1987,High,Tier 3,Supermarket Type1,2553.343
FDG29,17.6,low fat,0.056245075,Forksjohn,Frozen Foods,43.3454,23/05/2018,OUT013,1987,High,Tier 3,Supermarket Type1,1006.6896
FDG24,7.975,low fat,0.014618973,Hahlee,Baking Goods,85.225,05/02/2017,OUT013,1987,High,Tier 3,Supermarket Type1,1081.925
FDG59,15.85,low fat,0.043479126,Eyecub,Starchy Foods,36.7164,14/02/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,308.9312
FDM28,15.7,low fat,0.045166237,Egopin,Frozen Foods,178.666,08/02/2017,OUT013,1987,High,Tier 3,Supermarket Type1,2516.724
FDW04,8.985,regular,0.057827101,Girthbrin,Frozen Foods,128.831,24/03/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,1428.141
FDS26,20.35,low fat,0.089394766,Hadjiprom,Dairy,260.1594,15/11/2018,OUT013,1987,High,Tier 3,Supermarket Type1,2093.2752
FDQ56,6.59,low fat,0.10550944,Muralcell,Fruits and Vegetables,85.6908,07/03/2018,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884
FDK51,19.85,low fat,0.005234153,Booelf,Dairy,264.0884,10/12/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,5829.7448
FDL22,16.85,low fat,0.036390174,Floatchug,Snack Foods,91.4488,19/09/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,2082.6224
FDH19,12.81734421,low fat,0.03292824,Soughscop,Meat,173.1738,17/03/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,7298.4996
FDY55,16.75,low fat,0.081252534,Muralcell,Fruits and Vegetables,256.4988,08/09/2018,OUT013,1987,High,Tier 3,Supermarket Type1,7452.9652
FDY03,17.6,regular,0.076552407,Soughscop,Meat,110.5202,28/02/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,450.0808
FDK21,7.905,low fat,0.016758569,Eyecub,Snack Foods,250.4408,30/04/2018,OUT010,1998,Small,Tier 3,Grocery Store,500.6816
FDZ10,12.98787955,low fat,0.044248175,Sanvim,Snack Foods,126.202,04/06/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,3668.558
FDZ32,7.785,regular,0.038288087,Sanvim,Fruits and Vegetables,103.1964,13/10/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,736.3748
NCZ18,7.825,low fat,0.186032678,Eyecub,Household,253.0698,20/12/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,6088.0752
NCF07,13.3847365,low fat,0.031867464,Flufur,Household,101.0016,07/10/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,2125.2336
DRE49,20.75,low fat,0.021370201,Egopin,Soft Drinks,153.0024,02/07/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,2277.036
FDJ08,13.22476938,low fat,0.193772568,Wpmtov,Fruits and Vegetables,190.3846,13/09/2017,OUT019,1985,Small,Tier 1,Grocery Store,573.2538
FDT39,6.26,regular,0.009866049,Reeksmisc,Meat,151.1366,04/04/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,2267.049
FDE08,18.2,low fat,0.082551042,Piperfide,Fruits and Vegetables,147.3734,01/03/2018,OUT010,1998,Small,Tier 3,Grocery Store,296.9468
NCD06,13,low fat,0.099729888,Micronard,Household,46.306,28/10/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.272
FDB57,20.25,regular,0.018801549,Quaext,Fruits and Vegetables,222.1772,22/09/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,5559.43
NCT54,8.695,low fat,0.119721451,Sanvim,Household,95.5094,20/01/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,1237.7222
DRF49,7.27,low fat,0.071222087,Sanvim,Soft Drinks,113.5518,04/02/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,569.259
FDM25,12.76820225,regular,0.060371962,Humorvane,Breakfast,174.0712,01/03/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,3866.9664
FDF20,12.85,low fat,0.033287541,Yamned,Fruits and Vegetables,198.4768,10/04/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,1379.5376
FDH27,7.075,low fat,0.05858462,Dampswiny,Dairy,142.7128,30/03/2017,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664
FDV60,12.27710821,regular,0.11679292,Quaext,Baking Goods,196.211,01/04/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499.508
FDY59,8.195,low fat,0.031452265,Arisemews,Baking Goods,94.3462,20/05/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,925.462
FDK36,7.09,low fat,0.00721395,Borestabs,Baking Goods,47.9034,28/10/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,583.2408
NCM31,6.095,low fat,0.081196619,Eyecub,Others,141.4154,24/09/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,1418.154
FDE33,19.35,regular,0.049916364,Syriameal,Fruits and Vegetables,80.2644,17/10/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,942.7728
FDU36,6.15,low fat,0.04627095,Eyecub,Baking Goods,99.3384,09/03/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,2364.9216
FDV13,12.30570501,regular,0.02747716,Hadjiprom,Canned,87.9856,17/02/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,3251.7672
FDV20,13.22476938,regular,0.104704537,Yamned,Fruits and Vegetables,125.2678,29/11/2017,OUT019,1985,Small,Tier 1,Grocery Store,254.3356
NCQ54,17.7,low fat,0.012540003,Coynow,Household,167.0474,22/01/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,5895.659
FDO23,17.85,low fat,0.147023834,Losesimps,Breads,93.7436,20/04/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,1134.5232
DRE60,9.395,low fat,0.159657596,Piperfide,Soft Drinks,224.972,13/12/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,7696.648
DRP47,15.75,low fat,0.141398626,Sanvim,Hard Drinks,250.5382,25/05/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,2775.7202
FDB21,7.475,low fat,0.148821808,Netpit,Fruits and Vegetables,241.2854,19/09/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,5317.0788
FDR04,7.075,low fat,0.065645239,Scalebend,Frozen Foods,98.0068,27/01/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,874.8612
FDX23,6.445,low fat,0.029691762,Volfig,Baking Goods,92.6436,25/01/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,1039.9796
FDX19,19.1,low fat,0.096715523,Airare,Fruits and Vegetables,235.0958,01/12/2017,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.0454
FDD40,20.25,regular,0.014790559,Laxnod,Dairy,193.6162,13/10/2018,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.324
FDA01,15,regular,0.054378253,Humorvane,Canned,59.1904,10/06/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,527.3136
FDS33,6.67,regular,0.123428594,Flufur,Snack Foods,89.1514,29/09/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,2390.8878
FDM50,12.30570501,regular,0.029943463,Aportzeds,Canned,60.222,11/08/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816
FDB29,16.7,regular,0.052368061,Berryhypo,Frozen Foods,112.7176,19/10/2017,OUT013,1987,High,Tier 3,Supermarket Type1,801.6232
FDF46,7.07,low fat,0.093861144,Ileumshun,Snack Foods,115.5834,15/03/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,1267.0174
FDA33,6.48,low fat,0.033968647,Yamned,Snack Foods,148.0076,25/08/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,886.8456
FDC08,19,regular,0.173154079,Arisemews,Fruits and Vegetables,228.272,11/09/2017,OUT010,1998,Small,Tier 3,Grocery Store,452.744
FDB53,13.35,low fat,0.139735226,Quaext,Frozen Foods,147.5392,23/07/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,3877.6192
FDY31,13.22476938,low fat,0.043351896,Fewcad,Fruits and Vegetables,146.6418,14/09/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,4414.254
DRQ35,11.40032787,low fat,0.042086652,Berryhypo,Hard Drinks,122.4388,18/08/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,5448.9072
FDX36,9.695,regular,0.12848269,Flufur,Baking Goods,223.9404,10/02/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,4950.8888
DRD13,15,low fat,0.049357077,Dampswiny,Soft Drinks,62.6168,29/09/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,958.752
FDC52,11.15,regular,0.008326735,Sanvim,Dairy,149.9708,09/04/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,1956.1204
FDB45,20.85,low fat,0.021362955,Vuggypelf,Fruits and Vegetables,103.2306,07/06/2017,OUT049,1999,Medium,Tier 1,Supermarket Type1,2404.2038
NCK19,9.8,low fat,0.151420934,Betuhs,Others,194.3478,28/07/2017,OUT010,1998,Small,Tier 3,Grocery Store,387.4956
FDV51,16.35,low fat,0.032511818,Losesimps,Meat,165.0842,08/12/2017,OUT013,1987,High,Tier 3,Supermarket Type1,994.7052
FDZ35,9.6,regular,0.022323658,Lovdom,Breads,101.299,31/12/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,1754.383
NCW17,13.14231395,low fat,0.019292355,Loresgunk,Health and Hygiene,129.9994,13/07/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,3340.9844
FDV59,13.35,low fat,0.048124443,Ifsgun,Breads,216.7166,16/08/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,3918.8988
DRH39,20.7,low fat,0.09261307,Reeksmisc,Dairy,76.367,22/03/2017,OUT013,1987,High,Tier 3,Supermarket Type1,306.268
FDN60,12.27710821,low fat,0.094697274,Flufur,Baking Goods,158.4604,17/02/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,4278.4308
FDU55,16.2,low fat,0.035984104,Cspkit,Fruits and Vegetables,260.6278,16/05/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,4425.5726
FDN58,12.98787955,regular,0.056596985,Losesimps,Snack Foods,230.9984,01/02/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,9267.936
FDC41,12.86706128,low fat,0.2047,Soyvan,Frozen Foods,76.867,13/07/2017,OUT019,1985,Small,Tier 1,Grocery Store,229.701
FDO01,12.76820225,regular,0.020618324,Wpmtov,Breakfast,129.3994,29/01/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,2055.9904
NCO43,5.5,low fat,0.04709821,Cantouniv,Others,101.3016,06/10/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,3339.6528
FDQ07,15.1,regular,0.087584126,Skidssops,Fruits and Vegetables,221.7456,10/05/2018,OUT045,2002,Small,Tier 2,Supermarket Type1,6410.3224
FDF28,15.7,regular,0.038078899,Wpmtov,Frozen Foods,122.9046,28/07/2017,OUT017,2007,Small,Tier 2,Supermarket Type1,1992.0736
FDM01,7.895,regular,0.095102092,Netpit,Breakfast,104.4332,19/02/2018,OUT017,2007,Small,Tier 2,Supermarket Type1,2870.9296
FDY49,12.30570501,regular,0.011953902,Betuhs,Canned,164.5184,05/07/2017,OUT027,1985,Medium,Tier 3,Supermarket Type3,2807.0128
FDR24,17.35,regular,0.062799379,Loresgunk,Baking Goods,88.183,09/03/2018,OUT013,1987,High,Tier 3,Supermarket Type1,539.298
NCY18,7.285,low fat,0.031125709,Cantouniv,Household,174.3054,03/10/2017,OUT013,1987,High,Tier 3,Supermarket Type1,4377.635
NCY30,20.25,low fat,0.026005891,Soyvan,Household,180.9976,31/12/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,2716.464
FDJ22,12.98787955,low fat,0.09246392,Berryhypo,Snack Foods,190.9504,07/08/2018,OUT019,1985,Small,Tier 1,Grocery Store,383.5008
DRI37,15.85,low fat,0.107765165,Funvex,Soft Drinks,59.5904,25/12/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848
FDL27,6.17,low fat,0.010647477,Berryhypo,Meat,66.3826,22/11/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,1937.478
NCO30,19.5,low fat,0.015749341,Shycrc,Household,182.2608,15/12/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,3307.6944
NCB07,19.2,low fat,0.077628053,Reeksmisc,Household,197.611,20/12/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,3142.576
FDX25,16.7,low fat,0.068129315,Betuhs,Canned,181.2292,12/07/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,2554.0088
FDP59,20.85,regular,0.056695731,Cantouniv,Breads,104.0648,12/01/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664
FDR59,14.5,regular,0.063993068,Dampswiny,Breads,260.4594,21/01/2017,OUT045,2002,Small,Tier 2,Supermarket Type1,5494.8474
FDT27,11.395,regular,0.069529262,Leepad,Meat,233.1616,21/10/2017,OUT013,1987,High,Tier 3,Supermarket Type1,6093.4016
DRI01,7.97,low fat,0.034452949,Betuhs,Soft Drinks,174.0422,01/08/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.633
FDU09,7.71,regular,0.06670068,Fitimp,Snack Foods,55.2956,25/12/2018,OUT049,1999,Medium,Tier 1,Supermarket Type1,1255.6988
FDH26,19.25,regular,0.034699737,Airare,Canned,141.7496,11/02/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,4093.3384
FDH27,7.075,low fat,0.058346939,Soyvan,Dairy,142.2128,24/01/2017,OUT046,1997,Small,Tier 1,Supermarket Type1,3163.8816
FDN39,12.81734421,regular,0.065203103,Soughscop,Meat,166.0816,31/03/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,5033.448
FDH40,11.6,regular,0.078929571,Soyvan,Frozen Foods,79.9276,25/07/2018,OUT046,1997,Small,Tier 1,Supermarket Type1,1137.1864
FDJ56,13.22476938,low fat,0.182514881,Egopin,Fruits and Vegetables,98.77,20/10/2018,OUT027,1985,Medium,Tier 3,Supermarket Type3,2696.49
DRN47,12.1,low fat,0.016895293,Aportzeds,Hard Drinks,178.566,26/04/2018,OUT018,2009,Medium,Tier 3,Supermarket Type2,898.83
